¦type¦qualified name¦signature¦description
¦procedure¦n10s.add.relationship.nodes¦n10s.add.relationship.nodes(from :: NODE, type :: STRING, properties :: LIST<MAP>, to :: NODE) :: (rel :: RELATIONSHIP)¦creates a relationship in the graph following the existing GraphConfig.
¦procedure¦n10s.add.relationship.uris¦n10s.add.relationship.uris(from :: STRING, type :: STRING, properties :: LIST<MAP>, to :: STRING) :: (rel :: RELATIONSHIP)¦creates a relationship in the graph following the existing GraphConfig.
